Stocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris - Euronext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument's name,ISIN,Euronext code,Market,Symbol,ICB Sector (Level 4),Trading currency,Last,Volume,D/D-1 (%),Date - time (CET),Turnover,Total number of shares,Capitalisation,Compartment,Investment zone,Eligibility,Trading mode,Day First,Day High,Day High / Date - time (CET),Day Low,Day Low / Date - time (CET), 31-12/Change (%), 31-12/High, 31-12/High/Date, 31-12/Low, 31-12/Low/Date, 52 weeks/Change (%), 52 weeks/High, 52 weeks/High/Date, 52 weeks/Low, 52 weeks/Low/Date,Website,Investor relation contact,Phone number,ICB Sector (Level 1),ICB Sector (Level 2),ICB Sector (Level 3),Personal equity saving plan eligibility,Deferred Settlement Service,Halted,Halted / Date - time (CET)
ARKEMA,FR0010313833,FR0010313833,PAR,AKE,1353 Commodity Chemicals,EUR,52.33,423407,-1.62,2009/12/11 17:35,21545492,"61,493,795","3,217,970,292",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,52.5,53.74,2009/12/11 11:59,51.01,2009/12/11 14:51,-2.86,78.5,2010/5/11,37.405,2004/10/11,-2.64,78.5,2010/5/11,37.41,2004/10/11,"=LIEN_HYPERTEXTE(""http://www.arkema.com"";""http://www.arkema.com"")",Sophie Fouillat,01 49 00 74 63,1000 BasicMaterials,1300 Chemicals,1350 Chemicals,Yes,Yes,-,-
ARTOIS NOM.,FR0000076952,FR0000076952,PAR,ARTO,8775 Specialty Finance,EUR,2155.01,11,-1.87,2007/12/11 16:30,23705,"266,200","573,663,662",Compartment B (Mid Caps),French zone  ,PEA eligible,Double call auction,2155.01,2155.01,2007/12/11 16:30,2155.01,2007/12/11 16:30,-6.35,2509.99,2025/3/11,2019,2010/8/11,-6.3,2509.99,2025/3/11,2019,2010/8/11,"=LIEN_HYPERTEXTE(""http://www.sif-artois.com"";""http://www.sif-artois.com"")",-,-,8000 Financials,8700 Financial Services,8770 Financial Services,Yes,No,-,-
ARTPRICE COM,FR0000074783,FR0000074783,PAR,PRC,5557 Publishing,EUR,30.94,40552,2.11,2009/12/11 17:35,1260309,"6,395,715","197,883,422",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,30.3,32.16,2009/12/11 12:57,30.3,2009/12/11 9:00,245.31,58,2007/6/11,7.5,2016/3/11,256.86,58,2007/6/11,7.5,2016/3/11,"=LIEN_HYPERTEXTE(""http://www.artprice.com"";""http://www.artprice.com"")",-,-,5000 Consumer Services,5500 Media,5550 Media,Yes,No,-,-
ASSYSTEM,FR0000074148,FR0000074148,PAR,ASY,2791 Business Support Services,EUR,11.95,27542,-0.42,2009/12/11 17:35,150645,"20,157,082","240,877,130",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,11.95,12.2,2009/12/11 13:44,11.91,2009/12/11 14:55,-12.45,18.2,2020/5/11,11.25,2023/11/11,-9.13,18.2,2020/5/11,11.25,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.assystem.com"";""http://www.assystem.com"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
ASSYSTEM BSAR 0713,FR0010356535,FR0010356535,PAR,ASSBR,2791 Business Support Services,EUR,0.11,6000,52.78,2009/12/11 9:45,660,"4,892,734","538,201",null,French zone  ,PEA eligible,Continuous,0.11,0.11,2009/12/11 9:45,0.11,2009/12/11 9:45,-56,0.4,2015/2/11,0.055,2024/10/11,-64.52,0.4,2015/2/11,0.06,2024/10/11,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
ASSYSTEMBSAARJUL15,FR0010630590,FR0010630590,PAR,ASYBS,2791 Business Support Services,EUR,3.8,250,3.26,2008/12/11 15:17,950,"3,247,925","12,342,115",null,French zone  ,PEA eligible,Continuous,3.8,3.8,2008/12/11 15:17,3.8,2008/12/11 15:17,1.88,6.95,2020/5/11,3.45,2013/9/11,2.98,6.95,2020/5/11,3.45,2013/9/11,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
ASSYSTEMBSAR2012,FR0010166371,FR0010166371,PAR,ASBBS,2791 Business Support Services,EUR,3.94,300,12.89,2008/12/11 9:11,1182,"442,822","1,744,719",null,French zone  ,PEA eligible,Continuous,3.94,3.94,2008/12/11 9:11,3.94,2008/12/11 9:11,-24.08,9.8,2001/6/11,3.49,2007/12/11,-10.86,9.8,2001/6/11,3.49,2007/12/11,"=LIEN_HYPERTEXTE(""http://www.assystem.com"";""http://www.assystem.com"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,Halted,2009/12/11
ATARI,FR0010478248,FR0010478248,PAR,ATA,3747 Toys,EUR,1.6,350871,0.63,2009/12/11 17:35,572556,"25,034,035","40,054,456",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,1.57,1.7,2009/12/11 9:23,1.57,2009/12/11 9:00,-40.96,3.66,2018/2/11,0.9,2024/11/11,-42.65,3.66,2018/2/11,0.9,2024/11/11,"=LIEN_HYPERTEXTE(""http://corporate.atari.com"";""http://corporate.atari.com"")",-,-,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,No,-,-
ATARI BSA 31/12/12,FR0010690099,FR0010690099,PAR,ATBSA,3747 Toys,EUR,0.28,488,0,2009/12/11 17:20,137,"2,063,131","577,677",null,French zone  ,PEA eligible,Continuous,0.28,0.28,2009/12/11 9:00,0.28,2009/12/11 9:00,-67.44,1.5,2012/1/11,0.2,2022/11/11,-72.55,1.5,2012/1/11,0.2,2022/11/11,-,-,-,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,No,-,-
ATMEL CORP.,US0495131049,US0495131049,PAR,AML,9576 Semiconductors,EUR,7.05,60,15.2,2006/12/11 17:35,437,"464,945,184","3,277,863,547",null,International zone (out of Euro)  ,,Continuous,7.5,7.5,2006/12/11 9:00,7.05,2006/12/11 17:35,-21.32,12.64,2014/2/11,5.5,2005/9/11,-13.5,12.64,2014/2/11,5.5,2005/9/11,"=LIEN_HYPERTEXTE(""http://www.atmel.com"";""http://www.atmel.com"")",-,-,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,No,No,-,-
ATOS,FR0000051732,FR0000051732,PAR,ATO,9533 Computer Services,EUR,35.09,304731,2.17,2009/12/11 17:35,10698957,"82,588,470","2,898,029,412",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,34.72,35.52,2009/12/11 12:59,34.68,2009/12/11 9:00,-11.92,44.055,2025/3/11,28.86,2009/8/11,2.54,44.06,2025/3/11,28.86,2009/8/11,"=LIEN_HYPERTEXTE(""http://fr.atos.net/fr-fr/"";""http://fr.atos.net/fr-fr/"")",Gilles ARDITTI,+33 (0)1 5591 2883,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,Yes,-,-
ATTIJARIWAFA BANK,MA0000011827,MA0000011827,PAR,BCMA,8355 Banks,EUR,93,78,0,17/08/99 00:00,0,"132,500,000","12,322,500,000",null,International zone (out of Euro)  ,,Double call auction,93,93,-,93,-,0,93,-,0,-,0,93,-,0,-,"=LIEN_HYPERTEXTE(""http://www.attijariwafabank.com"";""http://www.attijariwafabank.com"")",-,-,8000 Financials,8300 Banks,8350 Banks,No,No,Halted,2023/9/9
AUBAY,FR0000063737,FR0000063737,PAR,AUB,9533 Computer Services,EUR,4.86,2270,-2.21,2009/12/11 17:29,11071,"14,023,604","68,154,715",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,4.96,4.96,2009/12/11 9:00,4.8,2009/12/11 12:24,-4.33,6.95,2028/4/11,4.42,2026/9/11,-2.41,6.95,2028/4/11,4.42,2026/9/11,"=LIEN_HYPERTEXTE(""http://www.aubay.com"";""http://www.aubay.com"")",-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
AUDIKA GROUPE,FR0000063752,FR0000063752,PAR,ADI,4537 Medical Supplies,EUR,13.57,1708,0.3,2009/12/11 17:35,23592,"9,450,000","128,236,500",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,13.99,13.99,2009/12/11 9:06,13.53,2009/12/11 14:38,-18.94,21.98,2011/4/11,12.02,2025/11/11,-22.46,21.98,2011/4/11,12.02,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.audika.com"";""http://www.audika.com"")",SIRAND-PUGNET Etienne,+33.1.55.37.30.30,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
AUFEMININ.COM,FR0004042083,FR0004042083,PAR,FEM,9535 Internet,EUR,13.7,520,3.01,2009/12/11 16:19,7098,"8,971,938","122,915,551",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,13.66,13.7,2009/12/11 16:19,13.61,2009/12/11 16:19,-15.38,20.89,2001/4/11,12.03,2022/8/11,-14.21,20.89,2001/4/11,12.03,2022/8/11,"=LIEN_HYPERTEXTE(""http://www.aufeminin.com"";""http://www.aufeminin.com"")",Bertrand STEPHANN,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
AUGROS COSMETICS,FR0000061780,FR0000061780,PAR,AUGR,2723 Containers & Packaging,EUR,3.38,677,20.71,2009/12/11 16:30,2288,"1,427,458","4,824,808",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,3.38,3.38,2009/12/11 16:30,3.38,2009/12/11 16:30,120.92,8.5,2017/6/11,1.52,2003/1/11,101.19,8.5,2017/6/11,1.35,2027/12/10,"=LIEN_HYPERTEXTE(""http://www.augros.fr"";""http://www.augros.fr"")",Didier Bourgine,+ 33 2 33 81 72 00,2000 Industrials,2700 Industrial Goods & Services,2720 General Industrials,Yes,No,-,-
AUREA,FR0000039232,FR0000039232,PAR,AURE,2799 Waste & Disposal Services,EUR,5.27,5227,0.76,2009/12/11 17:18,27342,"11,677,354","61,539,656",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,5.22,5.27,2009/12/11 17:18,5.21,2009/12/11 9:09,-25.56,9.54,2026/4/11,4.81,2021/11/11,-25.35,9.54,2026/4/11,4.81,2021/11/11,"=LIEN_HYPERTEXTE(""http://www.aurea-france.com"";""http://www.aurea-france.com"")",-,-,2000 Industrials,2700 Industrial Goods & Services,2790 Support Services,Yes,No,-,-
AURES TECHNOLOGIES,FR0000073827,FR0000073827,PAR,AURS,9572 Computer Hardware,EUR,20.19,440,3.8,2009/12/11 17:01,8697,"1,000,000","20,190,000",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,19.5,20.47,2009/12/11 10:02,19.5,2009/12/11 9:00,-27.82,33.79,2001/7/11,17.12,2001/11/11,-26.42,33.79,2001/7/11,17.12,2001/11/11,"=LIEN_HYPERTEXTE(""http://www.aures.com"";""http://www.aures.com"")",-,-,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
AUSY,FR0000072621,FR0000072621,PAR,OSI,9533 Computer Services,EUR,20.3,3074,0,2009/12/11 17:17,61177,"4,465,078","90,641,083",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,20.2,20.3,2009/12/11 17:17,19.51,2009/12/11 16:20,7.44,27.75,2017/5/11,18,2009/8/11,11.54,27.75,2017/5/11,18,2009/8/11,"=LIEN_HYPERTEXTE(""http://www.ausy.fr"";""http://www.ausy.fr"")",investors@ausy.fr,01 41 08 65 65,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
AUSYBSA15OCT12,FR0010505941,FR0010505941,PAR,OSIBS,9533 Computer Services,EUR,0.17,300,33.86,2008/12/11 9:11,51,"5,500,118","935,020",null,French zone  ,PEA eligible,Continuous,0.17,0.17,2008/12/11 9:11,0.17,2008/12/11 9:11,19.72,0.465,2003/10/11,0.11,2028/11/11,-6.59,0.47,2003/10/11,0.11,2028/11/11,-,-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,Halted,2009/12/11
AUSYBSAAR20OCT16,FR0010805366,FR0010805366,PAR,OSIBR,9533 Computer Services,EUR,2.9,1,0.03,2005/12/11 15:03,3,"877,480","2,544,692",null,French zone  ,,Continuous,2.9,2.9,2005/12/11 15:03,2.9,2005/12/11 15:03,43.56,3.5,2022/11/11,2.02,2024/10/11,43.56,3.5,2022/11/11,2.02,2024/10/11,-,-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,No,No,-,-
AVANQUEST SOFTWARE,FR0004026714,FR0004026714,PAR,AVQ,9537 Software,EUR,2.35,4428955,15.76,2009/12/11 17:35,11090816,"18,283,898","42,967,160",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,2.05,2.87,2009/12/11 10:15,2.05,2009/12/11 9:00,-2.89,3.91,2005/1/11,1.07,2023/11/11,-8.56,3.91,2005/1/11,1.07,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.avanquest.com"";""http://www.avanquest.com"")",Thierry Bonnefoi,33 1 41 27 19 74,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
AVENIR FINANCE,FR0004152874,FR0004152874,PAR,AVF,8775 Specialty Finance,EUR,5.9,314,5.17,2009/12/11 15:27,1836,"2,470,516","14,576,044",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,5.6,5.9,2009/12/11 15:27,5.6,2009/12/11 10:14,-21.33,8.95,2012/4/11,5.31,2001/12/11,-21.23,8.95,2012/4/11,5.31,2001/12/11,"=LIEN_HYPERTEXTE(""http://www.avenirfinance.fr"";""http://www.avenirfinance.fr"")",BLAIN Danyel,003 34 27 70 54 00,8000 Financials,8700 Financial Services,8770 Financial Services,Yes,No,-,-
AVENIR TELECOM,FR0000066052,FR0000066052,PAR,AVT,9578 Telecommunications Equipment,EUR,0.58,230150,1.75,2009/12/11 17:35,132110,"93,440,895","54,195,719",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.57,0.58,2009/12/11 9:12,0.56,2009/12/11 15:37,-26.58,1.14,2011/5/11,0.49,2023/11/11,-27.5,1.14,2011/5/11,0.49,2023/11/11,"=LIEN_HYPERTEXTE(""http://www.avenir-telecom.com"";""http://www.avenir-telecom.com"")",Agnès Tixier,04 88 00 63 21,9000 Technology,9500 Technology,9570 Technology Hardware & Equipment,Yes,No,-,-
AVIAT LATECOERE BS,FR0010910562,FR0010910562,PAR,LATBS,2713 Aerospace,EUR,1.45,252,5,2009/12/11 16:37,358,"4,304,998","6,242,247",null,French zone  ,PEA eligible,Continuous,1.499,1.499,2009/12/11 9:12,1.381,2009/12/11 14:32,44.86,3.65,2023/3/11,1,2023/11/11,52.63,3.65,2023/3/11,0.91,2014/12/10,-,-,-,2000 Industrials,2700 Industrial Goods & Services,2710 Aerospace & Defense,Yes,No,-,-
AVIATION LATECOERE,FR0000032278,FR0000032278,PAR,LAT,2713 Aerospace,EUR,7.73,4018,0.13,2009/12/11 17:35,30967,"8,609,997","66,555,277",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,7.7,7.82,2009/12/11 9:11,7.66,2009/12/11 9:26,10.59,12.37,1930/6/11,6.81,2021/11/11,26.72,12.37,1930/6/11,6,2013/12/10,"=LIEN_HYPERTEXTE(""http://www.latecoere.fr"";""http://www.latecoere.fr"")",JJ.PIGNERES,561587772,2000 Industrials,2700 Industrial Goods & Services,2710 Aerospace & Defense,Yes,No,-,-
AXA,FR0000120628,FR0000120628,PAR,CS,8532 Full Line Insurance,EUR,11.17,8866197,2.01,2009/12/11 17:37,97352711,"2,320,449,677","25,919,422,892",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,10.76,11.345,2009/12/11 15:51,10.75,2009/12/11 9:03,-10.28,16.16,2008/2/11,7.88,2023/9/11,-8.96,16.16,2008/2/11,7.88,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.axa.com"";""http://www.axa.com"")",-,-,8000 Financials,8500 Insurance,8530 Nonlife Insurance,Yes,Yes,-,-
AXWAY SOFTWARE,FR0011040500,FR0011040500,PAR,AXW,9537 Software,EUR,14.6,5811,-2.6,2009/12/11 17:35,85063,"20,150,641","294,199,359",Compartment B (Mid Caps),French zone  ,PEA eligible,Continuous,14.97,14.97,2009/12/11 9:00,14.5,2009/12/11 9:31,-34.89,24.71,2014/6/11,13.4,2021/10/11,-34.89,24.71,2014/6/11,13.4,2021/10/11,"=LIEN_HYPERTEXTE(""http://www.axway.fr"";""http://www.axway.fr"")",-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
BAC MAJESTIC,FR0010973487,FR0010973487,PAR,BST,5553 Broadcasting & Entertainment,EUR,0.34,36892,-8.11,2009/12/11 17:28,14097,"4,135,116","1,405,939",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,0.38,0.45,2009/12/11 16:05,0.29,2009/12/11 15:09,-69.09,1.81,2007/1/11,0.16,1930/9/11,-69.09,1.81,2007/1/11,0.16,1930/9/11,"=LIEN_HYPERTEXTE(""http://www.bacfilms.com"";""http://www.bacfilms.com"")",-,-,5000 Consumer Services,5500 Media,5550 Media,Yes,No,Halted,2009/12/11
BACCARAT,FR0000064123,FR0000064123,PAR,BCRA,3722 Durable Household Products,EUR,140,3,2.19,2008/12/11 11:30,420,"647,380","90,633,200",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,140,140,2008/12/11 11:30,140,2008/12/11 11:30,-14.58,185,2007/7/11,125,1930/3/11,-14.89,185,2007/7/11,125,1930/3/11,"=LIEN_HYPERTEXTE(""http://www.baccarat.fr"";""http://www.baccarat.fr"")",-,-,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,No,-,-
BAINS MER MONACO,MC0000031187,MC0000031187,PAR,BAIN,5752 Gambling,EUR,39.8,137,0,2009/12/11 15:49,5451,"12,160,490","483,987,502",Compartment B (Mid Caps),Euro zone  ,,Continuous,39.78,39.8,2009/12/11 10:41,39.78,2009/12/11 10:40,-12.8,47,2009/3/11,33.85,2020/9/11,-11.56,47,2009/3/11,33.85,2020/9/11,"=LIEN_HYPERTEXTE(""http://www.montecarloresort.com"";""http://www.montecarloresort.com"")",-,-,5000 Consumer Services,5700 Travel & Leisure,5750 Travel & Leisure,No,No,-,-
BANQUE TARNEAUD,FR0000065526,FR0000065526,PAR,TRNO,8355 Banks,EUR,99.99,130,-0.01,2009/12/11 16:30,12999,"1,658,083","165,791,719",Compartment B (Mid Caps),French zone  ,PEA eligible,Double call auction,99.99,99.99,2009/12/11 11:30,99.99,2009/12/11 11:30,-15.26,126.3,2018/4/11,89.2,2029/9/11,-15.97,126.3,2018/4/11,89.2,2029/9/11,"=LIEN_HYPERTEXTE(""http://www.tarneaud.fr"";""http://www.tarneaud.fr"")",-,-,8000 Financials,8300 Banks,8350 Banks,Yes,No,-,-
BARBARA BUI,FR0000062788,FR0000062788,PAR,BUI,3763 Clothing & Accessories,EUR,34,1223,1.49,2009/12/11 17:26,42779,"674,650","22,938,100",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,34,35.63,2009/12/11 17:26,34,2009/12/11 9:00,105.31,42.9,2025/5/11,16.5,2005/1/11,107.32,42.9,2025/5/11,15.5,2015/12/10,"=LIEN_HYPERTEXTE(""http://www.barbarabui.fr"";""http://www.barbarabui.fr"")",-,-,3000 ConsumerGoods,3700 Personal,3760 Personal Goods,Yes,No,-,-
BASTIDE LE CONFORT,FR0000035370,FR0000035370,PAR,BLC,4533 Health Care Providers,EUR,6.9,2483,1.02,2009/12/11 17:02,16934,"7,340,580","50,650,002",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,6.81,6.9,2009/12/11 17:02,6.8,2009/12/11 16:25,-22.3,9.95,2010/3/11,6.28,2023/9/11,-24.59,9.95,2010/3/11,6.28,2023/9/11,"=LIEN_HYPERTEXTE(""http://www.bastideleconfortmedical.com"";""http://www.bastideleconfortmedical.com"")",-,-,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,No,-,-
BCI NAVIGATION,FR0000076192,FR0000076192,PAR,BNA,9537 Software,EUR,1.92,3301352,-4,2009/12/11 17:35,6655868,"8,938,359","17,161,649",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,2.09,2.24,2009/12/11 9:02,1.81,2009/12/11 17:11,50,2.3,2015/2/11,0.31,2024/11/11,35.21,2.3,2015/2/11,0.31,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.bcisa.com"";""http://www.bcisa.com"")",-,-,9000 Technology,9500 Technology,9530 Software & Computer Services,Yes,No,-,-
BELIER,FR0000072399,FR0000072399,PAR,BELI,3355 Auto Parts,EUR,7.45,1216,-0.67,2009/12/11 15:38,9067,"6,582,120","49,036,794",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,7.46,7.46,2009/12/11 9:00,7.45,2009/12/11 10:24,5.67,8.95,2029/3/11,5.36,2005/8/11,-6.41,8.95,2029/3/11,5.36,2005/8/11,"=LIEN_HYPERTEXTE(""http://www.lebelier.com"";""http://www.lebelier.com"")",Thierry Rivez,05 57 55 03 10 ,3000 ConsumerGoods,3300 Automobiles & Parts,3350 Automobiles & Parts,Yes,No,-,-
BELVEDERE,FR0000060873,FR0000060873,PAR,BVD,3535 Distillers & Vintners,EUR,34.8,21067,3.76,2009/12/11 17:35,724985,"3,137,608","109,188,758",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,33.35,34.95,2009/12/11 16:30,33.35,2009/12/11 9:00,-37.37,74,2014/2/11,13.66,2020/9/11,-32.95,74,2014/2/11,13.66,2020/9/11,"=LIEN_HYPERTEXTE(""http://www.belvedere.fr"";""http://www.belvedere.fr"")",-,-,3000 ConsumerGoods,3500 Food & Beverage,3530 Beverages,Yes,No,-,-
BELVEDERE BSA 2004,FR0010134247,FR0010134247,PAR,BVDBS,3535 Distillers & Vintners,EUR,17.7,42,-6.84,2008/12/11 16:18,743,"615,122","10,887,659",null,French zone  ,PEA eligible,Continuous,17.7,17.7,2008/12/11 16:18,17.7,2008/12/11 16:18,4.12,33.5,2009/5/11,17.7,2008/12/11,56.64,33.5,2009/5/11,17,2029/12/10,-,-,-,3000 ConsumerGoods,3500 Food & Beverage,3530 Beverages,Yes,No,-,-
BELVEDERE BSA 2006,FR0010304733,FR0010304733,PAR,BVDBR,3535 Distillers & Vintners,EUR,17.7,73,21.23,2008/12/11 16:54,1284,"368,346","6,519,724",null,French zone  ,PEA eligible,Continuous,16,17.7,2008/12/11 16:54,16,2008/12/11 16:09,-49.43,43.95,2015/2/11,11.3,2019/10/11,-45.54,43.95,2015/2/11,11.3,2019/10/11,-,-,-,3000 ConsumerGoods,3500 Food & Beverage,3530 Beverages,Yes,No,-,-
BENETEAU,FR0000035164,FR0000035164,PAR,BEN,3745 Recreational Products,EUR,7.664,163222,3.41,2009/12/11 17:35,1223587,"82,789,840","634,501,334",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,7.35,7.708,2009/12/11 17:11,7.325,2009/12/11 9:00,-51.59,16.75,2007/1/11,7.325,2009/12/11,-48.8,16.75,2007/1/11,7.33,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.beneteau-group.com"";""http://www.beneteau-group.com"")",-,-,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,Yes,-,-
BENI STABILI,IT0001389631,IT0001389631,PAR,BNS,8633 Real Estate Holding & Development,EUR,0.34,73782,0,2009/12/11 16:24,26038,"1,915,744,011","651,352,964",null,Euro zone  ,PEA eligible,Continuous,0.33,0.36,2009/12/11 10:04,0.33,2009/12/11 9:00,-46.88,0.78,2003/5/11,0.29,1930/11/11,-51.43,0.78,2003/5/11,0.29,1930/11/11,"=LIEN_HYPERTEXTE(""http://www.benistabili.it"";""http://www.benistabili.it"")",-,-,8000 Financials,8600 Real Estate,8630 Real Estate Investment & Services,Yes,No,-,-
BIC,FR0000120966,FR0000120966,PAR,BB,3724 Nondurable Household Products,EUR,65.15,112092,0.38,2009/12/11 17:35,7281943,"47,949,549","3,123,913,117",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,64.52,65.2,2009/12/11 16:12,64.49,2009/12/11 10:41,1.29,69,2011/1/11,57.79,2015/3/11,1.73,69,2011/1/11,57.79,2015/3/11,"=LIEN_HYPERTEXTE(""http://www.bicworld.com"";""http://www.bicworld.com"")",Sophie Palliez-Capian,33 1 45 19 55 28,3000 ConsumerGoods,3700 Personal,3720 Household Goods & Home Construction,Yes,Yes,-,-
BIGBEN INTERACTIVE,FR0000074072,FR0000074072,PAR,BIG,3747 Toys,EUR,6.35,8209,-1.55,2009/12/11 17:35,50988,"15,872,416","100,789,842",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,6.4,6.4,2009/12/11 9:00,6.08,2009/12/11 11:24,-31.35,11.16,1930/5/11,6.08,2009/12/11,-30.98,11.16,1930/5/11,6.08,2009/12/11,"=LIEN_HYPERTEXTE(""http://www.bigben.fr"";""http://www.bigben.fr"")",François Bozon,+33 (0)3 2090 7253,3000 ConsumerGoods,3700 Personal,3740 Leisure Goods,Yes,No,-,-
BIOALLIANCE PHARMA,FR0010095596,FR0010095596,PAR,BIO,4577 Pharmaceuticals,EUR,3.22,75579,2.22,2009/12/11 17:35,240338,"16,979,715","54,674,682",Compartment C (Small Caps),French zone  ,PEA eligible,Continuous,3.15,3.27,2009/12/11 16:59,3.01,2009/12/11 9:02,-39.3,6.31,2014/6/11,2.8,2024/11/11,-38.74,6.31,2014/6/11,2.8,2024/11/11,"=LIEN_HYPERTEXTE(""http://www.bioalliancepharma.com"";""http://www.bioalliancepharma.com"")",-,-,4000 HealthCare,4500 Health Care,4570 Pharmaceuticals & Biotechnology,Yes,No,-,-
BIOMERIEUX,FR0010096479,FR0010096479,PAR,BIM,4535 Medical Equipment,EUR,56.7,118673,2.75,2009/12/11 17:35,6638015,"39,453,740","2,237,027,058",Compartment A (Large Caps),French zone  ,SRD and PEA eligible,Continuous,55.12,56.93,2009/12/11 17:11,54.96,2009/12/11 9:27,-23.19,84,1931/5/11,54.9,2008/12/11,-21.24,84,1931/5/11,54.9,2008/12/11,"=LIEN_HYPERTEXTE(""http://www.biomerieux.com"";""http://www.biomerieux.com"")",Isabelle TONGIO,33478872237,4000 HealthCare,4500 Health Care,4530 Health Care Equipment & Services,Yes,Yes,-,-
BISCUITS GARDEIL,FR0000065435,FR0000065435,PAR,GARD,3577 Food Products,EUR,13.81,867,0,2009/12/11 11:30,11973,"480,190","6,631,424",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,13.81,13.81,2009/12/11 11:30,13.81,2009/12/11 11:30,2.22,15,2017/5/11,13.5,2016/2/11,0.15,15,2017/5/11,13.5,2016/2/11,"=LIEN_HYPERTEXTE(""http://www.biscuitsgardeil.com"";""http://www.biscuitsgardeil.com"")",-,-,3000 ConsumerGoods,3500 Food & Beverage,3570 Food Producers,Yes,No,-,-
BLEECKER,FR0000062150,FR0000062150,PAR,BLEE,8675 Specialty REITs,EUR,28.21,200,-34.32,2009/12/11 16:30,5642,"1,219,686","34,407,342",Compartment C (Small Caps),French zone  ,PEA eligible,Double call auction,28.21,28.21,2009/12/11 16:30,28.21,2009/12/11 16:30,-38.67,46,2007/1/11,21,2025/11/11,-38.67,46,2007/1/11,21,2025/11/11,"=LIEN_HYPERTEXTE(""http://www.bleecker.fr"";""http://www.bleecker.fr"")",-,-,8000 Financials,8600 Real Estate,8670 Real Estate Investment Trusts,Yes,No,-,-
